#right,strike,expiry,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,93.7600,93.7800,93.7600,93.7700,2067,,,,,,,
C,117.14,20141018,0.3600,0.4600,0.3600,0.4600,0,760,0,0.8952162,0.0000000,0.0000000,0.0699977,0.4129057
C,117.14,20150117,1.1300,1.1600,1.1300,1.1600,27,2650,0,0.8279738,0.0000000,0.0000000,0.0645641,0.7028648
C,117.14,20150417,1.7200,1.9500,1.7200,1.9500,0,52,2.6433843,0.6489157,0.0010305,0.1575061,-0.0148620,0.0778000
C,117.14,20160115,4.4500,4.4500,4.4000,4.4000,52,668,0,0.6063788,0.0000000,0.0000000,0.0466610,1.8487505
C,117.86,20140719,0.0700,0.0700,0.0600,0.0600,17,4081,0,0.9679195,0.0000000,0.0000000,0.0758581,0.1226078
C,117.86,20140816,0.1500,0.1500,0.1400,0.1400,201,491,0,0.9449416,0.0000000,0.0000000,0.0740012,0.2128279
C,117.86,20141018,0.4800,0.4800,0.4600,0.4800,10,141,0,0.8952162,0.0000000,0.0000000,0.0699829,0.4154436
C,117.86,20150117,1.0600,1.0700,1.0500,1.0500,23,2180,0,0.8279738,0.0000000,0.0000000,0.0645494,0.7071849
C,117.86,20160115,4.5000,4.5000,4.4000,4.4000,119,245,0,0.6063788,0.0000000,0.0000000,0.0466464,1.8601138
C,118.57,20140719,0.0500,0.0500,0.0500,0.0500,1,4130,0,0.9679195,0.0000000,0.0000000,0.0758435,0.1233464
C,118.57,20140816,0.1300,0.1300,0.1300,0.1300,1,801,0,0.9449416,0.0000000,0.0000000,0.0739866,0.2141100
C,118.57,20141018,0.5000,0.5000,0.5000,0.5000,5,584,0,0.8952162,0.0000000,0.0000000,0.0699684,0.4179463
C,118.57,20150117,1.0200,1.1200,1.0200,1.0700,16,4463,0,0.8279738,0.0000000,0.0000000,0.0645348,0.7114451
C,118.57,20150417,1.7300,2.0000,1.7050,1.9100,0,,0.4315895,0.1159370,0.0062546,0.1560911,-0.0016749,0.0765855
C,118.57,20160115,4.4000,4.4000,4.3000,4.3000,6,1488,0,0.6063788,0.0000000,0.0000000,0.0466319,1.8713193
C,119.29,20140719,0.0600,0.0600,0.0400,0.0400,3,5446,0,0.9679195,0.0000000,0.0000000,0.0758287,0.1240954
C,119.29,20140816,0.1200,0.1200,0.1200,0.1200,1,5174,0,0.9449416,0.0000000,0.0000000,0.0739718,0.2154101
C,119.29,20141018,0.3850,2.6550,0.2850,0.4100,0,252,0,0.8952162,0.0000000,0.0000000,0.0699536,0.4204842
C,119.29,20150117,0.8700,0.8800,0.7700,0.7800,0,628,2.0803526,0.5862184,0.0022559,0.2080456,-0.0513053,0.1022616
C,120,20140719,0.0300,0.0300,0.0300,0.0300,0,8852,0,0.9679195,0.0000000,0.0000000,0.0758141,0.1248340
C,120,20140816,0.1700,0.1700,0.1300,0.1500,141,1179,0,0.9449416,0.0000000,0.0000000,0.0739573,0.2166922
C,120,20141018,0.3800,0.4200,0.3600,0.3600,355,2386,3.2230228,0.6991677,0.0016353,0.1481307,-0.1288190,0.0537374
C,120,20150117,0.9500,1.0200,0.9000,0.9900,1678,7200,0,0.8279738,0.0000000,0.0000000,0.0645056,0.7200254
C,120,20150417,1.8100,1.8100,1.6700,1.7000,446,810,0,0.7664396,0.0000000,0.0000000,0.0595337,1.0127067
C,120,20160115,3.8000,4.2500,3.8000,4.2000,222,2867,0,0.6063788,0.0000000,0.0000000,0.0466029,1.8938881
C,120.71,20140719,0.0300,0.0300,0.0300,0.0300,398,10996,0,0.9679195,0.0000000,0.0000000,0.0757996,0.1255726
C,120.71,20141018,0.3500,0.3500,0.3500,0.3500,101,1883,0,0.8952162,0.0000000,0.0000000,0.0699245,0.4254896
C,120.71,20150117,0.9500,0.9500,0.9500,0.9500,2,1264,0.4589864,0.1248031,0.0069649,0.1417181,-0.0048935,0.0596232
C,121.43,20140719,0.0200,0.0300,0.0200,0.0300,403,11569,0,0.9679195,0.0000000,0.0000000,0.0757848,0.1263216
C,121.43,20140816,0.1300,0.1400,0.1100,0.1100,18,3192,0,0.9449416,0.0000000,0.0000000,0.0739279,0.2192745
C,121.43,20141018,0.3600,0.3600,0.3200,0.3200,77,1438,0,0.8952162,0.0000000,0.0000000,0.0699097,0.4280275
C,121.43,20150117,0.8200,0.9000,0.8200,0.8600,226,14445,0,0.8279738,0.0000000,0.0000000,0.0644763,0.7286057
C,121.43,20150417,1.5900,1.6200,1.5500,1.6200,19,403,0,0.7664396,0.0000000,0.0000000,0.0595045,1.0247748
C,121.43,20160115,3.8500,3.9000,3.8300,3.9000,60,11995,0,0.6063788,0.0000000,0.0000000,0.0465739,1.9164570
C,122.14,20140719,0.0200,0.0300,0.0200,0.0200,127,20764,0,0.9679195,0.0000000,0.0000000,0.0757702,0.1270602
C,122.14,20150117,0.8300,0.8300,0.8300,0.8300,137,1186,0,0.8279738,0.0000000,0.0000000,0.0644618,0.7328658
C,122.86,20141018,0.2700,0.2700,0.2700,0.2700,1,135,0,0.8952162,0.0000000,0.0000000,0.0698804,0.4330681
C,122.86,20150117,0.6800,0.8100,0.6800,0.7800,147,3276,0,0.8279738,0.0000000,0.0000000,0.0644471,0.7371860
C,122.86,20150417,1.4900,1.4900,1.4900,1.4900,42,56,2.9438775,0.6726323,0.0007933,0.1350344,-0.0098715,0.0628120
C,122.86,20160115,3.7500,3.7500,3.7500,3.7500,2,516,0,0.6063788,0.0000000,0.0000000,0.0465448,1.9390258
C,124.29,20141018,0.2700,0.2700,0.2700,0.2700,10,322,0,0.8952162,0.0000000,0.0000000,0.0698511,0.4381087
C,124.29,20150117,0.6200,0.6200,0.6000,0.6000,0,4236,0,0.8279738,0.0000000,0.0000000,0.0644178,0.7457663
C,124.29,20150417,1.3300,1.4200,1.3300,1.4200,4,7,0.7120592,0.2394143,0.0057230,0.2356405,-0.0080207,0.1321944
C,125.71,20141018,0.2600,0.2800,0.2600,0.2800,28,960,0,0.8952162,0.0000000,0.0000000,0.0698220,0.4431140
C,125.71,20150117,0.6800,0.6800,0.6000,0.6200,79,3123,0,0.8279738,0.0000000,0.0000000,0.0643888,0.7542866
C,125.71,20150417,1.0700,1.1500,1.0700,1.1500,0,21,1.2610643,0.4167418,0.0036202,0.2639874,-0.0203670,0.1552365
C,125.71,20160115,3.2000,3.3000,3.2000,3.3000,136,1578,0,0.6063788,0.0000000,0.0000000,0.0464870,1.9840057
C,127.14,20150117,0.5300,0.5300,0.5200,0.5200,0,2924,0,0.8279738,0.0000000,0.0000000,0.0643595,0.7628669
C,127.14,20150417,1.0150,1.7200,0.5600,1.1300,0,49,2.5105401,0.6284557,0.0012035,0.1747055,-0.0201283,0.0869016
C,128.57,20150117,0.5000,0.5600,0.4800,0.5400,1047,24146,0,0.8279738,0.0000000,0.0000000,0.0643303,0.7714472
C,128.57,20150417,1.0500,1.0500,1.0500,1.0500,25,189,0,0.7664396,0.0000000,0.0000000,0.0593587,1.0850308
C,128.57,20160115,2.8800,2.9200,2.8800,2.9000,75,2001,1.5370745,0.4319201,0.0018626,0.2463211,0.0022415,0.1692498
C,130,20150117,0.4500,0.5100,0.4500,0.4600,242,9206,0,0.8279738,0.0000000,0.0000000,0.0643010,0.7800275
C,130,20150417,0.9500,0.9800,0.9000,0.9800,106,198,0,0.7664396,0.0000000,0.0000000,0.0593295,1.0970989
C,130,20160115,2.8000,2.8300,2.6000,2.8000,124,437,0,0.6063788,0.0000000,0.0000000,0.0463999,2.0517122
C,131.43,20150117,0.4000,0.4000,0.4000,0.4000,0,4200,0,0.8279738,0.0000000,0.0000000,0.0642718,0.7886078
C,131.43,20150417,0.7900,1.4500,0.7350,0.8700,0,70,0.9365537,0.3062311,0.0047478,0.2571212,-0.0144282,0.1462591
C,131.43,20160115,2.3450,2.7900,2.2200,2.6000,0,238,0,0.6063788,0.0000000,0.0000000,0.0463708,2.0742810
C,132.86,20150117,0.4200,0.4200,0.3900,0.4000,148,2978,0,0.8279738,0.0000000,0.0000000,0.0642425,0.7971881
C,132.86,20150417,0.7250,1.3800,0.6550,0.8050,0,63,3.6160853,0.7137630,0.0004215,0.0881324,0.0062336,0.0362823
C,132.86,20160115,2.2100,2.6550,2.0750,2.4550,0,1078,0,0.6063788,0.0000000,0.0000000,0.0463418,2.0968498
C,134.29,20150117,0.3400,0.3400,0.3400,0.3400,8,1967,0,0.8279738,0.0000000,0.0000000,0.0642133,0.8057684
C,134.29,20150417,0.6650,1.2650,0.6100,0.7350,0,336,0,0.7664396,0.0000000,0.0000000,0.0592419,1.1333032
C,134.29,20160115,2.3100,2.3100,2.3000,2.3100,56,1543,0,0.6063788,0.0000000,0.0000000,0.0463128,2.1194187
C,135.71,20150117,0.3300,0.3500,0.3200,0.3500,159,10099,0,0.8279738,0.0000000,0.0000000,0.0641842,0.8142887
C,135.71,20150417,0.6100,1.2050,0.5450,0.6850,0,14,1.0487336,0.3337235,0.0043220,0.2620978,-0.0177036,0.1482356
C,135.71,20160115,2.1500,2.1500,2.1500,2.1500,10,116,0,0.6063788,0.0000000,0.0000000,0.0462839,2.1418297
C,137.14,20150117,0.3400,0.3500,0.2800,0.2800,168,4820,0,0.8279738,0.0000000,0.0000000,0.0641550,0.8228690
C,137.14,20150417,0.9100,0.9100,0.6400,0.6600,32,228,0,0.7664396,0.0000000,0.0000000,0.0591838,1.1573550
C,137.14,20160115,2.0600,2.1600,2.0000,2.0100,156,612,0,0.6063788,0.0000000,0.0000000,0.0462549,2.1643985
C,138.57,20150117,0.2200,0.2200,0.2200,0.2200,0,4580,0,0.8279738,0.0000000,0.0000000,0.0641257,0.8314493
C,140,20150117,0.2700,0.2900,0.2700,0.2900,452,15966,0,0.8279738,0.0000000,0.0000000,0.0640965,0.8400296
C,141.43,20150117,0.2500,0.2500,0.2500,0.2500,4,7071,0,0.8279738,0.0000000,0.0000000,0.0640672,0.8486099
C,142.86,20150117,0.2200,0.2400,0.2000,0.2200,2410,64271,0,0.8279738,0.0000000,0.0000000,0.0640380,0.8571902
C,144.29,20150117,0.1500,0.2100,0.1500,0.2000,0,7454,0,0.8279738,0.0000000,0.0000000,0.0640087,0.8657705
C,145.71,20150117,0.2100,0.2100,0.2100,0.2100,15,4193,0,0.8279738,0.0000000,0.0000000,0.0639797,0.8742908
C,147.14,20150117,0.1800,0.2000,0.1600,0.1800,1663,5730,0,0.8279738,0.0000000,0.0000000,0.0639504,0.8828711
C,148.57,20150117,0.1700,0.2000,0.1700,0.2000,69,9648,0,0.8279738,0.0000000,0.0000000,0.0639212,0.8914514
C,150,20150117,0.1700,0.2100,0.1500,0.1700,2101,69392,0,0.8279738,0.0000000,0.0000000,0.0638919,0.9000317
C,195,20150117,451.9500,451.9500,451.9500,451.9500,0,412,0,0.8279738,0.0000000,0.0000000,0.0629714,1.1700413
C,200,20150117,431.4500,431.4500,431.4500,431.4500,0,58,3.5627943,0.7053084,0.0008870,0.1400933,-0.0565713,0.0510840
C,205,20150117,427.9500,427.9500,427.0500,427.0500,0,24,1.8636440,0.4334712,0.0029204,0.2412773,-0.0674848,0.1015923
C,210,20150117,381.9000,381.9000,379.7500,379.7500,0,4,0.9639205,0.1431928,0.0036274,0.1550030,-0.0225717,0.0572354
C,215,20150117,418.9500,418.9500,418.9500,418.9500,0,27,2.0214108,0.4606593,0.0026702,0.2392812,-0.0730113,0.0989551
C,220,20150117,370.6000,370.6000,370.6000,370.6000,0,3,0.9228226,0.1155841,0.0032898,0.1345845,-0.0190414,0.0475790
C,225,20150117,399.1500,404.0500,399.1500,404.0500,0,34,2.3507219,0.5225306,0.0021929,0.2285278,-0.0801471,0.0919089
C,230,20150117,361.4000,362.0000,361.4000,362.0000,0,23,1.9012028,0.4168830,0.0028676,0.2416886,-0.0710520,0.0981949
C,235,20140719,369.9000,371.3500,369.9000,371.3500,0,20,3.7690206,0.4188630,0.0034310,0.1157565,-0.5405900,0.0202784
C,235,20150117,393.6500,393.6500,393.6500,393.6500,0,16,1.6234401,0.3351811,0.0032623,0.2347862,-0.0598410,0.0939703
C,240,20140719,406.8250,411.0500,405.2000,405.7000,0,,0,0.9679195,0.0000000,0.0000000,0.0733503,0.2496680
C,240,20150117,351.5500,351.5500,351.5500,351.5500,0,8,1.2722277,0.2164397,0.0034941,0.1970629,-0.0397301,0.0747364
C,240,20160115,399.0000,399.0000,399.0000,399.0000,0,77,0,0.6063788,0.0000000,0.0000000,0.0441665,3.7877763
C,245,20140719,401.8750,406.0750,400.1500,400.5750,0,,0,0.9679195,0.0000000,0.0000000,0.0732476,0.2548694
C,250,20140719,396.9500,401.1250,395.1750,395.6250,0,1,1.6862002,0.0552843,0.0022349,0.0337340,-0.0704607,0.0043836
C,250,20150117,398.0000,398.0000,398.0000,398.0000,0,167,0,0.8279738,0.0000000,0.0000000,0.0618464,1.5000529
C,250,20160115,398.0000,398.0000,398.0000,398.0000,0,8,0.9984937,0.1809455,0.0029163,0.2505284,-0.0070063,0.1446178
C,255,20140719,334.6000,334.6000,334.6000,334.6000,0,2,1.9520342,0.0910912,0.0028275,0.0494069,-0.1196685,0.0068560
C,260,20140719,386.6000,391.1250,385.1500,385.6250,0,,0,0.9679195,0.0000000,0.0000000,0.0729397,0.2704737
C,260,20141018,386.9750,391.1250,385.2500,385.7250,0,,0,0.8952162,0.0000000,0.0000000,0.0670700,0.9164716
C,260,20150117,386.2600,386.2600,386.2600,386.2600,0,119,0,0.8279738,0.0000000,0.0000000,0.0616419,1.5600550
C,260,20160115,330.6000,332.8000,330.6000,332.8000,0,2,0.7129267,0.0677241,0.0022385,0.1373050,-0.0030083,0.0700087
C,265,20140621,381.6750,386.0500,379.8250,380.8250,0,,0,0.9914561,0.0000000,0.0000000,0.0747373,0.0725878
C,265,20140719,381.8750,386.0500,380.2250,380.6000,0,,0,0.9679195,0.0000000,0.0000000,0.0728370,0.2756751
C,265,20140816,381.9750,386.0750,380.1750,380.6750,0,1,1.3617281,0.0527071,0.0020610,0.0425988,-0.0397644,0.0071744
C,265,20141018,382.0000,386.1250,380.1500,380.6500,0,,0,0.8952162,0.0000000,0.0000000,0.0669675,0.9340961
C,265,20150117,382.0500,386.5250,379.8750,380.6250,0,,0,0.8279738,0.0000000,0.0000000,0.0615396,1.5900561
C,270,20140621,376.8000,381.1000,374.8000,375.9500,0,,0,0.9914561,0.0000000,0.0000000,0.0746346,0.0739574
C,270,20140719,376.6000,381.1250,375.1750,375.7750,0,,0,0.9679195,0.0000000,0.0000000,0.0727344,0.2808765
C,270,20140816,376.9250,381.1500,375.1750,375.7250,0,1,1.3791010,0.0522317,0.0020206,0.0422952,-0.0400455,0.0070934
C,270,20141018,376.9750,381.1250,375.1250,375.7750,0,,0,0.8952162,0.0000000,0.0000000,0.0668650,0.9517205
C,270,20150117,362.4000,362.4000,358.2000,359.2000,0,80,0,0.8279738,0.0000000,0.0000000,0.0614373,1.6200571
C,270,20160115,320.7000,320.9000,320.7000,320.7200,0,2,0.7249302,0.0670365,0.0021854,0.1363054,-0.0031418,0.0689732
C,275,20140621,327.6700,329.9500,327.6700,329.5700,0,1405,0,0.9914561,0.0000000,0.0000000,0.0745319,0.0753270
C,275,20140719,371.9250,376.0500,370.1500,370.5500,0,,0,0.9679195,0.0000000,0.0000000,0.0726317,0.2860779
C,275,20140816,371.9750,376.1250,370.2250,370.6750,0,,0,0.9449416,0.0000000,0.0000000,0.0707767,0.4965864
C,275,20141018,372.0000,376.2000,370.2000,370.6500,0,,0,0.8952162,0.0000000,0.0000000,0.0667625,0.9693450
C,275,20150117,315.4500,315.4500,314.7000,314.7000,0,24,2.0599633,0.4188970,0.0026464,0.2416712,-0.0795850,0.0933104
C,280,20140621,357.3000,357.3000,357.3000,357.3000,0,1,3.4890528,0.0531167,0.0020017,0.0168520,-0.2897750,0.0010976
C,280,20140719,366.9250,371.1000,365.1750,365.5750,0,,0,0.9679195,0.0000000,0.0000000,0.0725290,0.2912793
C,280,20140816,367.0750,371.1500,365.1750,365.7250,0,,0,0.9449416,0.0000000,0.0000000,0.0706741,0.5056152
C,280,20141018,366.9750,371.1250,365.1250,365.6750,0,,0,0.8952162,0.0000000,0.0000000,0.0666601,0.9869694
C,280,20150117,307.7700,307.7700,307.7700,307.7700,0,28,2.2375424,0.4586760,0.0024143,0.2394825,-0.0850033,0.0917986
C,280,20160115,347.7000,347.7000,347.7000,347.7000,0,9,1.0784182,0.1923148,0.0027735,0.2573298,-0.0084347,0.1457688
C,285,20140621,317.6900,319.5800,317.6900,319.5800,0,1401,0,0.9914561,0.0000000,0.0000000,0.0743265,0.0780661
C,285,20140719,361.9250,366.1250,360.2500,360.6250,0,,0,0.9679195,0.0000000,0.0000000,0.0724264,0.2964807
C,285,20140816,319.8000,319.8000,319.8000,319.8000,0,2,1.6228347,0.0853833,0.0025042,0.0616815,-0.0690515,0.0109351
C,285,20141018,362.0000,366.2000,360.2000,360.7250,0,,0,0.8952162,0.0000000,0.0000000,0.0665576,1.0045939
C,285,20150117,362.0500,366.2250,359.9500,360.7500,0,,0,0.8279738,0.0000000,0.0000000,0.0611305,1.7100603
C,290,20140621,356.6000,361.1000,354.8250,355.8250,0,,0,0.9914561,0.0000000,0.0000000,0.0742237,0.0794357
C,290,20140719,304.8000,304.8000,304.8000,304.8000,0,2,2.1207102,0.0861503,0.0024973,0.0474066,-0.1254423,0.0063712
C,290,20140816,357.0500,361.1250,355.2000,355.6750,0,,0,0.9449416,0.0000000,0.0000000,0.0704689,0.5236729
C,290,20141018,357.0500,361.1250,355.2250,355.6750,0,,0,0.8952162,0.0000000,0.0000000,0.0664551,1.0222183
C,290,20150117,297.3700,297.3700,297.3700,297.3700,0,8,1.3881759,0.2068673,0.0031275,0.1924616,-0.0442270,0.0693013
C,290,20160115,351.5000,351.5000,351.5000,351.5000,0,2,0.7474118,0.0658021,0.0020916,0.1344982,-0.0033862,0.0671145
C,295,20140621,351.8250,356.4000,349.8250,351.1250,0,,0,0.9914561,0.0000000,0.0000000,0.0741210,0.0808053
C,295,20140719,351.9250,356.1000,350.2500,350.6250,0,,0,0.9679195,0.0000000,0.0000000,0.0722211,0.3068836
C,295,20140816,351.8500,356.1250,350.2500,350.7500,0,,0,0.9449416,0.0000000,0.0000000,0.0703663,0.5327017
C,295,20141018,351.9750,356.2250,350.2500,350.7250,0,,0,0.8952162,0.0000000,0.0000000,0.0663527,1.0398428
C,295,20150117,338.1000,338.1000,338.1000,338.1000,0,13,1.6379030,0.2833519,0.0030649,0.2225401,-0.0602070,0.0826133
C,300,20140621,329.1900,329.4800,329.1400,329.4800,0,8,0,0.9914561,0.0000000,0.0000000,0.0740183,0.0821749
C,300,20140719,293.0000,293.0000,293.0000,293.0000,0,4,2.5143483,0.1397681,0.0029725,0.0669024,-0.2102218,0.0095501
C,300,20140816,346.7750,351.1250,345.1750,345.7250,0,,0,0.9449416,0.0000000,0.0000000,0.0702637,0.5417306
C,300,20141018,329.3400,329.7100,329.3400,329.7100,0,16,2.1944227,0.3359075,0.0030846,0.1902403,-0.1349653,0.0553429
C,300,20150117,350.0000,350.1000,347.4400,348.5000,0,1712,0,0.8279738,0.0000000,0.0000000,0.0608236,1.8000635
C,300,20160115,346.4800,348.2000,346.4800,346.5000,0,437,0,0.6063788,0.0000000,0.0000000,0.0429483,4.7347204
C,305,20140621,341.9750,346.1000,339.8250,340.8750,0,,0,0.9914561,0.0000000,0.0000000,0.0739156,0.0835445
C,305,20140719,283.6000,283.6000,283.6000,283.6000,0,,0,0.9679195,0.0000000,0.0000000,0.0720157,0.3172864
C,305,20140816,341.8500,346.1500,340.2500,340.7500,0,,0,0.9449416,0.0000000,0.0000000,0.0701611,0.5507594
C,305,20141018,341.9750,346.2000,340.3000,340.7250,0,,0,0.8952162,0.0000000,0.0000000,0.0661477,1.0750917
C,305,20150117,342.1000,346.2250,339.8750,340.6750,0,,0,0.8279738,0.0000000,0.0000000,0.0607214,1.8300645
C,310,20140621,294.3600,294.4700,294.3600,294.4700,0,250,0,0.9914561,0.0000000,0.0000000,0.0738129,0.0849141
C,310,20140719,281.6000,281.6000,279.2000,279.2000,0,2,2.2061207,0.0839090,0.0023538,0.0464836,-0.1282676,0.0061513
C,310,20140816,336.9500,341.1250,335.2250,335.7250,0,,0,0.9449416,0.0000000,0.0000000,0.0700585,0.5597883
C,310,20141018,336.9750,341.2000,335.1750,335.6500,0,,0,0.8952162,0.0000000,0.0000000,0.0660453,1.0927161
C,310,20150117,302.0000,302.0000,302.0000,302.0000,0,58,3.8162710,0.7000597,0.0008515,0.1440522,-0.0684899,0.0481021
C,310,20160115,340.0000,340.0000,340.0000,340.0000,0,25,1.6843807,0.3690520,0.0019142,0.2774061,-0.0104284,0.1562552
C,315,20140621,273.6000,273.6000,273.6000,273.6000,0,,0,0.9914561,0.0000000,0.0000000,0.0737102,0.0862836
C,315,20140719,331.8750,336.1000,330.1750,330.7750,0,,0,0.9679195,0.0000000,0.0000000,0.0718104,0.3276892
C,315,20140816,331.7500,336.1500,330.2500,330.7500,0,,0,0.9449416,0.0000000,0.0000000,0.0699559,0.5688171
C,315,20141018,331.9500,336.2250,330.2750,330.7250,0,1,1.1306539,0.0471253,0.0016960,0.0538953,-0.0198785,0.0121634
C,315,20150117,312.8500,312.8500,312.8500,312.8500,0,4,1.1989982,0.1256839,0.0026787,0.1423827,-0.0287961,0.0472902
C,320,20140621,307.8000,307.8000,307.8000,307.8000,0,249,0,0.9914561,0.0000000,0.0000000,0.0736074,0.0876532
C,320,20140719,268.6000,268.6000,268.6000,268.6000,0,1,1.9858684,0.0491877,0.0017300,0.0307532,-0.0764544,0.0037854
C,320,20140816,326.8750,331.1500,325.2750,325.7750,0,,0,0.9449416,0.0000000,0.0000000,0.0698533,0.5778460
C,320,20141018,327.0250,331.2000,325.2500,325.7500,0,1,1.1407003,0.0468363,0.0016729,0.0536328,-0.0199952,0.0120671
C,320,20150117,317.0500,323.4000,312.7500,312.8000,0,96,0,0.8279738,0.0000000,0.0000000,0.0604145,1.9200677
C,320,20150417,326.9750,332.1750,325.4750,326.1750,0,,0,0.7664396,0.0000000,0.0000000,0.0554502,2.7005512
C,320,20160115,327.5800,327.5800,327.5800,327.5800,0,73,0,0.6063788,0.0000000,0.0000000,0.0425423,5.0503684
C,325,20140621,321.8250,326.1000,319.8000,320.8250,0,,0,0.9914561,0.0000000,0.0000000,0.0735047,0.0890228
C,325,20140719,321.8750,326.1000,320.3250,320.5750,0,,0,0.9679195,0.0000000,0.0000000,0.0716051,0.3380921
C,325,20140816,321.8000,326.2000,320.2000,320.7500,0,,0,0.9449416,0.0000000,0.0000000,0.0697507,0.5868748
C,325,20141018,267.2000,267.2000,267.2000,267.2000,0,2,1.3005917,0.0786442,0.0021886,0.0800017,-0.0340803,0.0191279
C,325,20150117,312.7500,317.9000,305.5500,309.9500,0,23,2.1232969,0.4012791,0.0025659,0.2415190,-0.0844014,0.0893294
C,325,20150417,322.0250,327.1750,320.4000,321.1750,0,,0,0.7664396,0.0000000,0.0000000,0.0553481,2.7427473
C,330,20140621,314.7000,314.7000,314.7000,314.7000,0,2,0,0.9914561,0.0000000,0.0000000,0.0734020,0.0903924
C,330,20140719,317.0250,321.1250,315.2500,315.6250,0,,0,0.9679195,0.0000000,0.0000000,0.0715024,0.3432935
C,330,20140816,316.8250,321.1500,315.2750,315.8250,0,,0,0.9449416,0.0000000,0.0000000,0.0696481,0.5959036
C,330,20141018,316.8750,321.2750,315.3000,315.8000,0,,0,0.8952162,0.0000000,0.0000000,0.0656354,1.1632140
C,330,20150117,312.1500,312.2000,311.9000,311.9000,0,88,0,0.8279738,0.0000000,0.0000000,0.0602100,1.9800698
C,330,20150417,317.0750,322.1750,315.4750,316.1750,0,,0,0.7664396,0.0000000,0.0000000,0.0552460,2.7849434
C,330,20160115,318.0000,318.0000,318.0000,318.0000,0,44,2.5556400,0.5208727,0.0007347,0.1615527,0.0066105,0.0813320
C,335,20140621,311.6750,316.1000,309.8000,310.8250,0,,0,0.9914561,0.0000000,0.0000000,0.0732993,0.0917620
C,335,20140719,311.8750,316.1250,310.1750,310.6250,0,,0,0.9679195,0.0000000,0.0000000,0.0713998,0.3484949
C,335,20140816,311.8000,316.1500,310.2000,310.7500,0,,0,0.9449416,0.0000000,0.0000000,0.0695455,0.6049325
C,335,20141018,311.9750,316.2500,310.1750,310.7250,0,,0,0.8952162,0.0000000,0.0000000,0.0655329,1.1808384
C,335,20150117,302.7500,308.3500,302.7500,307.9000,0,9,1.5245175,0.2174223,0.0029226,0.1975211,-0.0510900,0.0692672
C,335,20150417,312.0250,317.1500,310.4000,311.1250,0,,0,0.7664396,0.0000000,0.0000000,0.0551440,2.8271395
C,340,20140621,306.8250,311.1000,304.7000,305.8750,0,,0,0.9914561,0.0000000,0.0000000,0.0731966,0.0931315
C,340,20140719,301.3500,302.1000,292.7000,294.3500,0,74,0,0.9679195,0.0000000,0.0000000,0.0712971,0.3536963
C,340,20140816,306.8250,311.1750,304.9250,305.7750,0,,0,0.9449416,0.0000000,0.0000000,0.0694429,0.6139613
C,340,20141018,306.9000,311.2750,305.3500,305.8000,0,,0,0.8952162,0.0000000,0.0000000,0.0654305,1.1984629
C,340,20150117,296.8600,296.8600,296.8600,296.8600,0,87,0,0.8279738,0.0000000,0.0000000,0.0600054,2.0400719
C,340,20150417,307.0000,312.1750,305.5250,306.1750,0,,0,0.7664396,0.0000000,0.0000000,0.0550419,2.8693356
C,340,20160115,251.0000,251.0000,250.0000,250.0500,0,8,1.1058339,0.1727080,0.0025766,0.2451443,-0.0094523,0.1322161
C,345,20140621,286.5500,286.9000,286.5500,286.9000,0,1,3.9744427,0.0484167,0.0016324,0.0156544,-0.3072448,0.0009762
C,345,20140719,246.6000,246.6000,246.6000,246.6000,0,6,2.9813947,0.1779040,0.0029322,0.0782537,-0.2928142,0.0112099
C,345,20140816,301.8250,306.1500,300.2000,300.7500,0,,0,0.9449416,0.0000000,0.0000000,0.0693403,0.6229902
C,345,20141018,301.9750,306.2500,300.2250,300.7750,0,1,1.1882447,0.0455248,0.0015701,0.0524352,-0.0205355,0.0116302
C,345,20150117,297.7500,297.7500,297.3500,297.3500,0,5,1.3162311,0.1439154,0.0026650,0.1555005,-0.0350541,0.0516188
C,345,20150417,302.0250,307.1500,300.4500,301.1250,0,,0,0.7664396,0.0000000,0.0000000,0.0549398,2.9115317
C,350,20140621,296.5500,301.4000,294.8250,296.0000,0,1,0,0.9914561,0.0000000,0.0000000,0.0729911,0.0958707
C,350,20140719,295.0000,295.0000,295.0000,295.0000,0,124,0,0.9679195,0.0000000,0.0000000,0.0710918,0.3640992
C,350,20140816,296.8500,301.1750,295.2750,295.7750,0,,0,0.9449416,0.0000000,0.0000000,0.0692377,0.6320190
C,350,20141018,241.4000,241.4000,240.6500,240.6500,0,2,1.3503334,0.0767471,0.0020699,0.0785552,-0.0350154,0.0184962
C,350,20150117,298.0000,298.0000,297.9100,297.9100,0,1072,0,0.8279738,0.0000000,0.0000000,0.0598009,2.1000741
C,350,20150417,297.0250,302.1750,295.4750,296.1250,0,,0,0.7664396,0.0000000,0.0000000,0.0548377,2.9537278
C,350,20160115,300.0000,300.0000,297.7000,297.7000,0,352,0,0.6063788,0.0000000,0.0000000,0.0419332,5.5238404
C,355,20140621,291.6000,296.1250,289.7250,291.1250,0,,0,0.9914561,0.0000000,0.0000000,0.0728884,0.0972403
C,355,20140719,291.8750,296.1500,290.2500,290.6500,0,,0,0.9679195,0.0000000,0.0000000,0.0709891,0.3693006
C,355,20140816,291.9000,296.2000,290.2750,290.7750,0,,0,0.9449416,0.0000000,0.0000000,0.0691351,0.6410479
