#right,strike,expiry,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,94.2800,94.2900,94.2800,93.7700,3068,,,,,,,
C,116.43,20141018,0.5300,0.5300,0.5300,0.5300,0,1029,0,0.8959846,0.0000000,0.0000000,0.0697745,0.4072300
C,116.43,20150117,1.2900,1.3900,1.2900,1.3100,37,4708,0,0.8286846,0.0000000,0.0000000,0.0643587,0.6954435
C,116.43,20160115,4.4700,4.4700,4.4700,4.4700,1,107,1.4925641,0.4342121,0.0019177,0.2440158,0.0034583,0.1728060
C,117.14,20140719,0.0300,0.0300,0.0300,0.0300,217,3136,0,0.9687504,0.0000000,0.0000000,0.0756158,0.1186544
C,117.14,20140816,0.1200,0.1200,0.1200,0.1200,1,63,0,0.9457528,0.0000000,0.0000000,0.0737650,0.2083270
C,117.14,20141018,0.4700,0.4700,0.4700,0.4700,5,765,0,0.8959846,0.0000000,0.0000000,0.0697599,0.4097133
C,117.14,20150117,1.2200,1.3100,1.0700,1.0700,120,2666,0,0.8286846,0.0000000,0.0000000,0.0643442,0.6996843
C,117.14,20150417,2.0000,2.0000,2.0000,2.0000,2,54,2.7936634,0.6627508,0.0009046,0.1445833,-0.0121509,0.0694683
C,117.14,20160115,4.4500,4.4500,4.4000,4.4000,0,668,0,0.6068993,0.0000000,0.0000000,0.0464999,1.8456173
C,117.86,20140719,0.0700,0.0700,0.0600,0.0600,0,4081,0,0.9687504,0.0000000,0.0000000,0.0756010,0.1193837
C,117.86,20140816,0.1100,0.1100,0.1100,0.1100,1,492,0,0.9457528,0.0000000,0.0000000,0.0737503,0.2096075
C,117.86,20141018,0.4800,0.4800,0.4600,0.4800,0,141,0,0.8959846,0.0000000,0.0000000,0.0697452,0.4122316
C,117.86,20150117,1.1800,1.1800,1.1800,1.1800,5,2185,0,0.8286846,0.0000000,0.0000000,0.0643295,0.7039849
C,117.86,20160115,4.5000,4.5000,4.4000,4.4000,0,245,0,0.6068993,0.0000000,0.0000000,0.0464853,1.8569614
C,118.57,20140719,0.0500,0.0500,0.0500,0.0500,0,4130,0,0.9687504,0.0000000,0.0000000,0.0755865,0.1201029
C,118.57,20140816,0.1100,0.1100,0.1100,0.1100,1,801,0,0.9457528,0.0000000,0.0000000,0.0737357,0.2108702
C,118.57,20141018,0.3800,0.3800,0.3800,0.3800,10,594,0,0.8959846,0.0000000,0.0000000,0.0697306,0.4147149
C,118.57,20150117,1.1700,1.1700,1.0200,1.0300,89,4413,0,0.8286846,0.0000000,0.0000000,0.0643150,0.7082258
C,118.57,20150417,1.7400,1.7400,1.7400,1.7400,90,90,0,0.7670975,0.0000000,0.0000000,0.0593594,0.9974312
C,118.57,20160115,4.3000,4.3000,4.2000,4.2000,4,1486,0,0.6068993,0.0000000,0.0000000,0.0464709,1.8681479
C,119.29,20140719,0.0300,0.0300,0.0300,0.0300,84,5362,0,0.9687504,0.0000000,0.0000000,0.0755717,0.1208322
C,119.29,20140816,0.1300,0.1300,0.1300,0.1300,7,5174,0,0.9457528,0.0000000,0.0000000,0.0737209,0.2121507
C,119.29,20141018,0.4100,0.4600,0.3200,0.3250,0,252,0,0.8959846,0.0000000,0.0000000,0.0697159,0.4172332
C,119.29,20150117,1.0400,1.0700,1.0400,1.0600,19,633,2.0813801,0.5855946,0.0022742,0.2073379,-0.0517127,0.1016258
C,120,20140719,0.0400,0.0400,0.0300,0.0300,106,8801,0,0.9687504,0.0000000,0.0000000,0.0755571,0.1215514
C,120,20140816,0.1700,0.1700,0.1700,0.1700,13,1183,0,0.9457528,0.0000000,0.0000000,0.0737063,0.2134134
C,120,20141018,0.3700,0.4300,0.3000,0.3000,368,2517,3.2313209,0.6989112,0.0016484,0.1474396,-0.1301267,0.0532602
C,120,20150117,0.9200,1.0500,0.8200,0.8400,337,7234,0,0.8286846,0.0000000,0.0000000,0.0642857,0.7167673
C,120,20150417,1.8200,1.8200,1.5800,1.5800,139,949,0,0.7670975,0.0000000,0.0000000,0.0593302,1.0094606
C,120,20160115,4.1000,4.3000,3.9200,4.0000,258,3039,0,0.6068993,0.0000000,0.0000000,0.0464419,1.8906785
C,120.71,20140719,0.0300,0.0300,0.0200,0.0200,955,11075,0,0.9687504,0.0000000,0.0000000,0.0755425,0.1222706
C,120.71,20141018,0.3600,0.3600,0.3500,0.3500,2,1883,0,0.8959846,0.0000000,0.0000000,0.0696868,0.4221999
C,120.71,20150117,0.9700,0.9700,0.9500,0.9500,7,1267,0.4438625,0.1136353,0.0068005,0.1322179,-0.0044329,0.0543210
C,121.43,20140719,0.0300,0.0600,0.0100,0.0200,214,11579,0,0.9687504,0.0000000,0.0000000,0.0755277,0.1229999
C,121.43,20140816,0.1300,0.1400,0.1100,0.1100,0,3192,0,0.9457528,0.0000000,0.0000000,0.0736770,0.2159566
C,121.43,20141018,0.3600,0.3600,0.3200,0.3200,0,1438,0,0.8959846,0.0000000,0.0000000,0.0696720,0.4247182
C,121.43,20150117,0.9400,0.9500,0.8000,0.8000,84,14435,0,0.8286846,0.0000000,0.0000000,0.0642565,0.7253088
C,121.43,20150417,1.5900,1.6200,1.5500,1.6200,0,403,0,0.7670975,0.0000000,0.0000000,0.0593010,1.0214900
C,121.43,20160115,3.6500,4.0000,3.6500,3.8500,69,12016,0,0.6068993,0.0000000,0.0000000,0.0464128,1.9132091
C,122.14,20140719,0.0500,0.0500,0.0500,0.0500,4,20760,0,0.9687504,0.0000000,0.0000000,0.0755132,0.1237191
C,122.14,20150117,0.8500,0.8500,0.7600,0.7600,124,1067,0,0.8286846,0.0000000,0.0000000,0.0642419,0.7295496
C,122.86,20141018,0.2500,0.2700,0.2500,0.2700,41,135,0,0.8959846,0.0000000,0.0000000,0.0696427,0.4297198
C,122.86,20150117,0.7400,0.7400,0.7400,0.7400,12,3276,0,0.8286846,0.0000000,0.0000000,0.0642272,0.7338502
C,122.86,20150417,1.4500,1.4500,1.4500,1.4500,42,31,1.6455503,0.5051073,0.0025828,0.2431517,-0.0244010,0.1389154
C,122.86,20160115,3.7500,3.7500,3.7500,3.7500,0,516,0,0.6068993,0.0000000,0.0000000,0.0463838,1.9357396
C,124.29,20141018,0.2700,0.2700,0.2700,0.2700,0,322,0,0.8959846,0.0000000,0.0000000,0.0696134,0.4347214
C,124.29,20150117,0.6200,0.6200,0.6000,0.6000,0,4236,0,0.8286846,0.0000000,0.0000000,0.0641980,0.7423917
C,124.29,20150417,1.3300,1.4200,1.3300,1.4200,0,7,0.7163781,0.2396336,0.0057215,0.2344936,-0.0082010,0.1311518
C,125.71,20141018,0.1900,0.1900,0.1900,0.1900,1,960,0,0.8959846,0.0000000,0.0000000,0.0695843,0.4396881
C,125.71,20150117,0.6300,0.6800,0.5600,0.5800,17,3125,0,0.8286846,0.0000000,0.0000000,0.0641689,0.7508735
C,125.71,20150417,1.0700,1.1500,1.0700,1.1500,0,21,1.2680199,0.4174807,0.0036207,0.2626597,-0.0206435,0.1539471
C,125.71,20160115,3.2500,3.3500,3.2500,3.3500,43,1583,0,0.6068993,0.0000000,0.0000000,0.0463259,1.9806433
C,127.14,20150117,0.5300,0.5300,0.5200,0.5200,0,2924,0,0.8286846,0.0000000,0.0000000,0.0641397,0.7594149
C,127.14,20150417,1.1300,1.7850,1.0050,1.0350,0,49,2.5258116,0.6299607,0.0011978,0.1730856,-0.0202139,0.0857422
C,128.57,20150117,0.5100,0.5700,0.4500,0.4500,372,24070,0,0.8286846,0.0000000,0.0000000,0.0641104,0.7679564
C,128.57,20150417,1.0500,1.0500,1.0500,1.0500,0,189,0,0.7670975,0.0000000,0.0000000,0.0591552,1.0815530
C,128.57,20160115,2.9600,2.9700,2.8500,2.8500,33,2001,1.5360975,0.4315096,0.0018771,0.2458187,0.0020954,0.1686926
C,130,20150117,0.4800,0.4800,0.4300,0.4300,9,9206,0,0.8286846,0.0000000,0.0000000,0.0640812,0.7764979
C,130,20150417,1.0200,1.0600,0.8600,0.8900,102,300,0,0.7670975,0.0000000,0.0000000,0.0591260,1.0935824
C,130,20160115,2.8000,2.8700,2.6600,2.6600,167,488,0,0.6068993,0.0000000,0.0000000,0.0462388,2.0482350
C,131.43,20150117,0.4700,0.4700,0.3900,0.3900,121,4276,0,0.8286846,0.0000000,0.0000000,0.0640519,0.7850394
C,131.43,20150417,0.8700,0.9950,0.7650,0.8050,0,70,0.9323936,0.3033451,0.0047833,0.2551567,-0.0144162,0.1445135
C,131.43,20160115,2.5900,2.5900,2.5900,2.5900,16,250,0,0.6068993,0.0000000,0.0000000,0.0462098,2.0707656
C,132.86,20150117,0.4200,0.4200,0.3900,0.4000,0,2978,0,0.8286846,0.0000000,0.0000000,0.0640226,0.7935808
C,132.86,20150417,0.8050,0.9300,0.6950,0.7350,0,63,3.6473206,0.7155789,0.0004129,0.0861518,0.0067004,0.0352522
C,132.86,20160115,2.4600,2.4600,2.4600,2.4600,42,1099,0,0.6068993,0.0000000,0.0000000,0.0461808,2.0932962
C,134.29,20150117,0.3300,0.3300,0.3300,0.3300,8,1968,0,0.8286846,0.0000000,0.0000000,0.0639934,0.8021223
C,134.29,20150417,0.7350,0.8650,0.6300,0.6800,0,336,0,0.7670975,0.0000000,0.0000000,0.0590384,1.1296706
C,134.29,20160115,2.3500,2.3500,2.2500,2.2500,19,1545,0,0.6068993,0.0000000,0.0000000,0.0461517,2.1158268
C,135.71,20150117,0.2900,0.2900,0.2900,0.2900,2,10100,0,0.8286846,0.0000000,0.0000000,0.0639643,0.8106041
C,135.71,20150417,0.6850,0.8100,0.5700,0.6250,0,14,1.0543984,0.3342656,0.0043243,0.2608514,-0.0179411,0.1470860
C,135.71,20160115,2.1500,2.1500,2.1500,2.1500,0,116,0,0.6068993,0.0000000,0.0000000,0.0461229,2.1381998
C,137.14,20150117,0.2900,0.2900,0.2900,0.2900,32,4788,0,0.8286846,0.0000000,0.0000000,0.0639351,0.8191455
C,137.14,20150417,0.9100,0.9100,0.6000,0.6000,7,233,0,0.7670975,0.0000000,0.0000000,0.0589802,1.1536453
C,137.14,20160115,2.0500,2.1500,2.0000,2.0000,37,633,0,0.6068993,0.0000000,0.0000000,0.0460939,2.1607304
C,138.57,20150117,0.2500,0.2500,0.2500,0.2500,203,4433,0,0.8286846,0.0000000,0.0000000,0.0639058,0.8276870
C,140,20150117,0.2800,0.2800,0.2200,0.2400,310,15957,0,0.8286846,0.0000000,0.0000000,0.0638766,0.8362285
C,141.43,20150117,0.2100,0.2100,0.2100,0.2100,21,7055,0,0.8286846,0.0000000,0.0000000,0.0638473,0.8447700
C,142.86,20150117,0.2400,0.2400,0.1700,0.1800,1042,64221,0,0.8286846,0.0000000,0.0000000,0.0638181,0.8533114
C,144.29,20150117,0.2500,0.2500,0.2500,0.2500,10,7457,0,0.8286846,0.0000000,0.0000000,0.0637888,0.8618529
C,145.71,20150117,0.2100,0.2100,0.2100,0.2100,0,4193,0,0.8286846,0.0000000,0.0000000,0.0637598,0.8703347
C,147.14,20150117,0.1800,0.1800,0.1800,0.1800,270,6010,0,0.8286846,0.0000000,0.0000000,0.0637305,0.8788761
C,148.57,20150117,0.1400,0.1400,0.1400,0.1400,3,9649,0,0.8286846,0.0000000,0.0000000,0.0637013,0.8874176
C,150,20150117,0.1800,0.1800,0.1300,0.1500,828,69803,0,0.8286846,0.0000000,0.0000000,0.0636720,0.8959591
C,195,20150117,451.9500,451.9500,451.9500,451.9500,0,412,0,0.8286846,0.0000000,0.0000000,0.0627515,1.1647468
C,200,20150117,431.4500,431.4500,431.4500,431.4500,0,58,3.5866369,0.7071323,0.0008809,0.1383876,-0.0565421,0.0502286
C,205,20150117,427.9500,427.9500,427.0500,427.0500,0,24,1.8734930,0.4344617,0.0029235,0.2399111,-0.0679733,0.1006741
C,210,20150117,381.9000,381.9000,379.7500,379.7500,0,4,0.9690012,0.1434483,0.0036337,0.1542334,-0.0227630,0.0567840
C,215,20150117,418.9500,418.9500,418.9500,418.9500,0,27,2.0320204,0.4617484,0.0026726,0.2378809,-0.0735081,0.0980407
C,220,20150117,370.6000,370.6000,370.6000,370.6000,0,3,0.9276073,0.1157927,0.0032960,0.1339236,-0.0191987,0.0472098
C,225,20150117,399.1500,404.0500,399.1500,404.0500,0,34,2.3632083,0.5238209,0.0021934,0.2270536,-0.0806299,0.0909951
C,230,20150117,361.4000,362.0000,361.4000,362.0000,0,23,1.9109124,0.4178678,0.0028714,0.2403426,-0.0715362,0.0973280
C,235,20140719,369.9000,371.3500,369.9000,371.3500,0,20,3.8310267,0.4197636,0.0034358,0.1138756,-0.5561327,0.0196648
C,235,20150117,393.6500,393.6500,393.6500,393.6500,0,16,1.6315938,0.3359450,0.0032681,0.2335660,-0.0602686,0.0931889
C,240,20140719,406.8250,411.0500,405.2000,405.7000,0,,0,0.9687504,0.0000000,0.0000000,0.0730932,0.2431028
C,240,20150117,351.5500,351.5500,351.5500,351.5500,0,8,1.2785550,0.2169008,0.0035015,0.1960969,-0.0400274,0.0741499
C,240,20160115,399.0000,399.0000,399.0000,399.0000,0,77,0,0.6068993,0.0000000,0.0000000,0.0440054,3.7813570
C,245,20140719,401.8750,406.0750,400.1500,400.5750,0,,0,0.9687504,0.0000000,0.0000000,0.0729906,0.2481674
C,250,20140719,396.9500,401.1250,395.1750,395.6250,0,1,1.7140051,0.0553700,0.0022387,0.0331960,-0.0725162,0.0042545
C,250,20150117,398.0000,398.0000,398.0000,398.0000,0,167,0,0.8286846,0.0000000,0.0000000,0.0616265,1.4932652
C,250,20160115,398.0000,398.0000,398.0000,398.0000,0,8,1.0016000,0.1813973,0.0029240,0.2496773,-0.0070604,0.1439207
C,255,20140719,334.6000,334.6000,334.6000,334.6000,0,2,1.9840579,0.0912463,0.0028327,0.0486227,-0.1231512,0.0066543
C,260,20140719,386.6000,391.1250,385.1500,385.6250,0,,0,0.9687504,0.0000000,0.0000000,0.0726826,0.2633613
C,260,20141018,386.9750,391.1250,385.2500,385.7250,0,,0,0.8959846,0.0000000,0.0000000,0.0668322,0.9093859
C,260,20150117,386.2600,386.2600,386.2600,386.2600,0,119,0,0.8286846,0.0000000,0.0000000,0.0614219,1.5529958
C,260,20160115,330.6000,332.8000,330.6000,332.8000,0,2,0.7150762,0.0678852,0.0022454,0.1368854,-0.0030317,0.0697085
C,265,20140621,381.6750,386.0500,379.8250,380.8250,0,,0,0.9923072,0.0000000,0.0000000,0.0744740,0.0653304
C,265,20140719,381.8750,386.0500,380.2250,380.6000,0,,0,0.9687504,0.0000000,0.0000000,0.0725799,0.2684260
C,265,20140816,381.9750,386.0750,380.1750,380.6750,0,1,1.3760467,0.0527980,0.0020652,0.0421648,-0.0404604,0.0070443
C,265,20141018,382.0000,386.1250,380.1500,380.6500,0,,0,0.8959846,0.0000000,0.0000000,0.0667297,0.9268741
C,265,20150117,382.0500,386.5250,379.8750,380.6250,0,,0,0.8286846,0.0000000,0.0000000,0.0613196,1.5828611
C,270,20140621,376.8000,381.1000,374.8000,375.9500,0,,0,0.9923072,0.0000000,0.0000000,0.0743713,0.0665630
C,270,20140719,376.6000,381.1250,375.1750,375.7750,0,,0,0.9687504,0.0000000,0.0000000,0.0724772,0.2734906
C,270,20140816,376.9250,381.1500,375.1750,375.7250,0,,0,0.9457528,0.0000000,0.0000000,0.0706283,0.4801802
C,270,20141018,376.9750,381.1250,375.1250,375.7750,0,,0,0.8959846,0.0000000,0.0000000,0.0666272,0.9443622
C,270,20150117,362.4000,362.4000,358.2000,359.2000,0,80,0,0.8286846,0.0000000,0.0000000,0.0612174,1.6127264
C,270,20160115,320.7000,320.9000,320.7000,320.7200,0,2,0.7270853,0.0671982,0.0021923,0.1358922,-0.0031649,0.0686798
C,275,20140621,327.6700,329.9500,327.6700,329.5700,0,1405,0,0.9923072,0.0000000,0.0000000,0.0742685,0.0677957
C,275,20140719,371.9250,376.0500,370.1500,370.5500,0,,0,0.9687504,0.0000000,0.0000000,0.0723746,0.2785553
C,275,20140816,371.9750,376.1250,370.2250,370.6750,0,,0,0.9457528,0.0000000,0.0000000,0.0705257,0.4890724
C,275,20141018,372.0000,376.2000,370.2000,370.6500,0,,0,0.8959846,0.0000000,0.0000000,0.0665247,0.9618504
C,275,20150117,315.4500,315.4500,314.7000,314.7000,0,24,2.0700632,0.4199430,0.0026504,0.2403218,-0.0800757,0.0924951
C,280,20140621,357.3000,357.3000,357.3000,357.3000,0,1,3.6881231,0.0532081,0.0020058,0.0159457,-0.3225164,0.0009849
C,280,20140719,366.9250,371.1000,365.1750,365.5750,0,,0,0.9687504,0.0000000,0.0000000,0.0722719,0.2836199
C,280,20140816,367.0750,371.1500,365.1750,365.7250,0,,0,0.9457528,0.0000000,0.0000000,0.0704231,0.4979646
C,280,20141018,366.9750,371.1250,365.1250,365.6750,0,,0,0.8959846,0.0000000,0.0000000,0.0664223,0.9793386
C,280,20150117,307.7700,307.7700,307.7700,307.7700,0,28,2.2486139,0.4598418,0.0024171,0.2380763,-0.0855010,0.0909645
C,280,20160115,347.7000,347.7000,347.7000,347.7000,0,9,1.0816715,0.1928122,0.0027810,0.2564519,-0.0084896,0.1450670
C,285,20140621,317.6900,319.5800,317.6900,319.5800,0,1401,0,0.9923072,0.0000000,0.0000000,0.0740631,0.0702610
C,285,20140719,361.9250,366.1250,360.2500,360.6250,0,,0,0.9687504,0.0000000,0.0000000,0.0721693,0.2886845
C,285,20140816,319.8000,319.8000,319.8000,319.8000,0,2,1.6396148,0.0855483,0.0025099,0.0610600,-0.0702455,0.0107377
C,285,20141018,362.0000,366.2000,360.2000,360.7250,0,,0,0.8959846,0.0000000,0.0000000,0.0663198,0.9968268
C,285,20150117,362.0500,366.2250,359.9500,360.7500,0,,0,0.8286846,0.0000000,0.0000000,0.0609105,1.7023223
C,290,20140621,356.6000,361.1000,354.8250,355.8250,0,,0,0.9923072,0.0000000,0.0000000,0.0739604,0.0714936
C,290,20140719,304.8000,304.8000,304.8000,304.8000,0,2,2.1549120,0.0863156,0.0025029,0.0466618,-0.1290549,0.0061852
C,290,20140816,357.0500,361.1250,355.2000,355.6750,0,,0,0.9457528,0.0000000,0.0000000,0.0702179,0.5157491
C,290,20141018,357.0500,361.1250,355.2250,355.6750,0,,0,0.8959846,0.0000000,0.0000000,0.0662173,1.0143150
C,290,20150117,297.3700,297.3700,297.3700,297.3700,0,8,1.3947427,0.2073646,0.0031354,0.1915501,-0.0445310,0.0687767
C,290,20160115,351.5000,351.5000,351.5000,351.5000,0,2,0.7495760,0.0659639,0.0020984,0.1340957,-0.0034088,0.0668328
C,295,20140621,351.8250,356.4000,349.8250,351.1250,0,,0,0.9923072,0.0000000,0.0000000,0.0738577,0.0727263
C,295,20140719,351.9250,356.1000,350.2500,350.6250,0,,0,0.9687504,0.0000000,0.0000000,0.0719639,0.2988138
C,295,20140816,351.8500,356.1250,350.2500,350.7500,0,,0,0.9457528,0.0000000,0.0000000,0.0701152,0.5246413
C,295,20141018,351.9750,356.2250,350.2500,350.7250,0,,0,0.8959846,0.0000000,0.0000000,0.0661149,1.0318032
C,295,20150117,338.1000,338.1000,338.1000,338.1000,0,13,1.6456090,0.2840387,0.0030720,0.2214356,-0.0606004,0.0819614
C,300,20140621,329.1900,329.4800,329.1400,329.4800,0,8,0,0.9923072,0.0000000,0.0000000,0.0737549,0.0739589
C,300,20140719,293.0000,293.0000,293.0000,293.0000,0,4,2.5547047,0.1400588,0.0029796,0.0658536,-0.2162544,0.0092711
C,300,20140816,346.7750,351.1250,345.1750,345.7250,0,,0,0.9457528,0.0000000,0.0000000,0.0700126,0.5335335
C,300,20141018,329.3400,329.7100,329.3400,329.7100,0,16,2.2084905,0.3367139,0.0030912,0.1889708,-0.1362259,0.0547200
C,300,20150117,350.0000,350.1000,347.4400,348.5000,0,1712,0,0.8286846,0.0000000,0.0000000,0.0606037,1.7919182
C,300,20160115,346.4800,348.2000,346.4800,346.5000,0,437,0,0.6068993,0.0000000,0.0000000,0.0427872,4.7266962
C,305,20140621,341.9750,346.1000,339.8250,340.8750,0,,0,0.9923072,0.0000000,0.0000000,0.0736522,0.0751916
C,305,20140719,283.6000,283.6000,283.6000,283.6000,0,,0,0.9687504,0.0000000,0.0000000,0.0717586,0.3089431
C,305,20140816,341.8500,346.1500,340.2500,340.7500,0,,0,0.9457528,0.0000000,0.0000000,0.0699100,0.5424257
C,305,20141018,341.9750,346.2000,340.3000,340.7250,0,,0,0.8959846,0.0000000,0.0000000,0.0659099,1.0667796
C,305,20150117,342.1000,346.2250,339.8750,340.6750,0,,0,0.8286846,0.0000000,0.0000000,0.0605014,1.8217835
C,310,20140621,294.3600,294.4700,294.3600,294.4700,0,250,0,0.9923072,0.0000000,0.0000000,0.0735495,0.0764242
C,310,20140719,281.6000,281.6000,279.2000,279.2000,0,2,2.2414664,0.0840832,0.0023597,0.0457588,-0.1319531,0.0059727
C,310,20140816,336.9500,341.1250,335.2250,335.7250,0,,0,0.9457528,0.0000000,0.0000000,0.0698074,0.5513180
C,310,20141018,336.9750,341.2000,335.1750,335.6500,0,,0,0.8959846,0.0000000,0.0000000,0.0658075,1.0842678
C,310,20150117,302.0000,302.0000,302.0000,302.0000,0,58,3.8401456,0.7019561,0.0008459,0.1422913,-0.0683813,0.0473134
C,310,20160115,340.0000,340.0000,340.0000,340.0000,0,25,1.6899673,0.3700667,0.0019159,0.2760289,-0.0104713,0.1552107
C,315,20140621,273.6000,273.6000,273.6000,273.6000,0,,0,0.9923072,0.0000000,0.0000000,0.0734468,0.0776569
C,315,20140719,331.8750,336.1000,330.1750,330.7750,0,,0,0.9687504,0.0000000,0.0000000,0.0715533,0.3190724
C,315,20140816,331.7500,336.1500,330.2500,330.7500,0,,0,0.9457528,0.0000000,0.0000000,0.0697048,0.5602102
C,315,20141018,331.9500,336.2250,330.2750,330.7250,0,1,1.1378027,0.0472246,0.0017007,0.0535628,-0.0200734,0.0120373
C,315,20150117,312.8500,312.8500,312.8500,312.8500,0,4,1.2044882,0.1259748,0.0026863,0.1417291,-0.0289902,0.0469448
C,320,20140621,307.8000,307.8000,307.8000,307.8000,0,249,0,0.9923072,0.0000000,0.0000000,0.0733441,0.0788895
C,320,20140719,268.6000,268.6000,268.6000,268.6000,0,1,2.0176067,0.0492893,0.0017345,0.0302753,-0.0786503,0.0036759
C,320,20140816,326.8750,331.1500,325.2750,325.7750,0,,0,0.9457528,0.0000000,0.0000000,0.0696022,0.5691024
C,320,20141018,327.0250,331.2000,325.2500,325.7500,0,1,1.1478800,0.0469351,0.0016775,0.0533020,-0.0201900,0.0119420
C,320,20150117,317.0500,323.4000,312.7500,312.8000,0,96,0,0.8286846,0.0000000,0.0000000,0.0601946,1.9113794
C,320,20150417,326.9750,332.1750,325.4750,326.1750,0,,0,0.7670975,0.0000000,0.0000000,0.0552466,2.6918950
C,320,20160115,327.5800,327.5800,327.5800,327.5800,0,73,0,0.6068993,0.0000000,0.0000000,0.0423811,5.0418093
C,325,20140621,321.8250,326.1000,319.8000,320.8250,0,,0,0.9923072,0.0000000,0.0000000,0.0732413,0.0801222
C,325,20140719,321.8750,326.1000,320.3250,320.5750,0,,0,0.9687504,0.0000000,0.0000000,0.0713480,0.3292017
C,325,20140816,321.8000,326.2000,320.2000,320.7500,0,,0,0.9457528,0.0000000,0.0000000,0.0694996,0.5779946
C,325,20141018,267.2000,267.2000,267.2000,267.2000,0,2,1.3087400,0.0788168,0.0021947,0.0795084,-0.0344100,0.0189288
C,325,20150117,312.7500,317.9000,305.5500,309.9500,0,23,2.1333173,0.4023164,0.0025705,0.2401972,-0.0848918,0.0885685
C,325,20150417,322.0250,327.1750,320.4000,321.1750,0,,0,0.7670975,0.0000000,0.0000000,0.0551445,2.7339559
C,330,20140621,314.7000,314.7000,314.7000,314.7000,0,2,0,0.9923072,0.0000000,0.0000000,0.0731386,0.0813548
C,330,20140719,317.0250,321.1250,315.2500,315.6250,0,,0,0.9687504,0.0000000,0.0000000,0.0712453,0.3342663
C,330,20140816,316.8250,321.1500,315.2750,315.8250,0,,0,0.9457528,0.0000000,0.0000000,0.0693970,0.5868869
C,330,20141018,316.8750,321.2750,315.3000,315.8000,0,,0,0.8959846,0.0000000,0.0000000,0.0653976,1.1542205
C,330,20150117,312.1500,312.2000,311.9000,311.9000,0,88,0,0.8286846,0.0000000,0.0000000,0.0599900,1.9711100
C,330,20150417,317.0750,322.1750,315.4750,316.1750,0,,0,0.7670975,0.0000000,0.0000000,0.0550424,2.7760168
C,330,20160115,318.0000,318.0000,318.0000,318.0000,0,44,2.5678920,0.5223259,0.0007290,0.1595970,0.0067551,0.0801283
C,335,20140621,311.6750,316.1000,309.8000,310.8250,0,,0,0.9923072,0.0000000,0.0000000,0.0730359,0.0825875
C,335,20140719,311.8750,316.1250,310.1750,310.6250,0,,0,0.9687504,0.0000000,0.0000000,0.0711426,0.3393310
C,335,20140816,311.8000,316.1500,310.2000,310.7500,0,,0,0.9457528,0.0000000,0.0000000,0.0692944,0.5957791
C,335,20141018,311.9750,316.2500,310.1750,310.7250,0,,0,0.8959846,0.0000000,0.0000000,0.0652951,1.1717087
C,335,20150117,302.7500,308.3500,302.7500,307.9000,0,9,1.5314269,0.2179578,0.0029306,0.1965856,-0.0514160,0.0687452
C,335,20150417,312.0250,317.1500,310.4000,311.1250,0,,0,0.7670975,0.0000000,0.0000000,0.0549403,2.8180776
C,340,20140621,306.8250,311.1000,304.7000,305.8750,0,,0,0.9923072,0.0000000,0.0000000,0.0729332,0.0838201
C,340,20140719,301.3500,302.1000,292.7000,294.3500,0,74,0,0.9687504,0.0000000,0.0000000,0.0710400,0.3443956
C,340,20140816,306.8250,311.1750,304.9250,305.7750,0,,0,0.9457528,0.0000000,0.0000000,0.0691918,0.6046713
C,340,20141018,306.9000,311.2750,305.3500,305.8000,0,,0,0.8959846,0.0000000,0.0000000,0.0651926,1.1891969
C,340,20150117,296.8600,296.8600,296.8600,296.8600,0,87,0,0.8286846,0.0000000,0.0000000,0.0597855,2.0308406
C,340,20150417,307.0000,312.1750,305.5250,306.1750,0,,0,0.7670975,0.0000000,0.0000000,0.0548382,2.8601385
C,340,20160115,251.0000,251.0000,250.0000,250.0500,0,8,1.1089768,0.1731712,0.0025844,0.2443418,-0.0095019,0.1316086
C,345,20140621,286.5500,286.9000,286.5500,286.9000,0,1,0,0.9923072,0.0000000,0.0000000,0.0728305,0.0850528
C,345,20140719,246.6000,246.6000,246.6000,246.6000,0,6,3.0285865,0.1783098,0.0029400,0.0770318,-0.3011267,0.0108832
C,345,20140816,301.8250,306.1500,300.2000,300.7500,0,,0,0.9457528,0.0000000,0.0000000,0.0690892,0.6135635
C,345,20141018,301.9750,306.2500,300.2250,300.7750,0,1,1.1955895,0.0456242,0.0015747,0.0521149,-0.0207321,0.0115106
C,345,20150117,297.7500,297.7500,297.3500,297.3500,0,5,1.3221200,0.1442632,0.0026728,0.1547904,-0.0352809,0.0512433
C,345,20150417,302.0250,307.1500,300.4500,301.1250,0,,0,0.7670975,0.0000000,0.0000000,0.0547361,2.9021993
C,350,20140621,296.5500,301.4000,294.8250,296.0000,0,1,0,0.9923072,0.0000000,0.0000000,0.0727277,0.0862854
C,350,20140719,295.0000,295.0000,295.0000,295.0000,0,124,0,0.9687504,0.0000000,0.0000000,0.0708347,0.3545249
C,350,20140816,296.8500,301.1750,295.2750,295.7750,0,,0,0.9457528,0.0000000,0.0000000,0.0689866,0.6224558
C,350,20141018,241.4000,241.4000,240.6500,240.6500,0,2,1.3586513,0.0769207,0.0020760,0.0780750,-0.0353485,0.0183050
C,350,20150117,298.0000,298.0000,297.9100,297.9100,0,1072,0,0.8286846,0.0000000,0.0000000,0.0595809,2.0905712
