A RPTMYV3VC57P,A,55.17,1593743,89684497
AA R735QTJ8XC9X,AA,11.86,9333011,150204860
AADR UOFRJAZTL0TH,AADR,37.5,457,57067
AAIT V3Z1GERP1JZ9,AAIT,31.56,756,84395
AAL VM9RIYHM8ACL,AAL,36.7,4548234,194004697
AALCP VM9RIYHM8ACL,AALCP,27.75,11968,4759636
AAMC VJV46QARHW85,AAMC,1072,19126,20435218
AAME R735QTJ8XC9X,AAME,3.71,1222,17075
RNTA SB2PBIC0SCX1,AAN,30.58,241035,20049840
AAOI VK8WG1F4KGH1,AAOI,24.27,338876,3649851
AAON R735QTJ8XC9X,AAON,27.97,80278,2693256
AAP SA48O8J43YAT,AAP,122.82,439005,68481003
AAPL R735QTJ8XC9X,AAPL,539.78,7115885,3542882253
AAT UT927RDJ1T2D,AAT,33.04,68844,2715724
AAU TEMHQPA3FAZP,AAU,1.38,47981,109104
AAV TECN9RMENRDX,AAV,4.51,138852,468566
AAWW TJ2ZLXWLWA5H,AAWW,34.2,273663,7244021
AAXJ U55LDE3TN4O5,AAXJ,57.83,343846,23356653
AC R735QTJ8XC9X,AB,25.49,126879,5315714
ABAX R735QTJ8XC9X,ABAX,37.56,115573,3969498
ABB S3MVQ2U3Z59H,ABB,25.11,916298,26538185
ABBV VCY032R250MD,ABBV,51.5,3493773,197261759
AAS R735QTJ8XC9X,ABC,64.86,1414447,79071350
ABCB R735QTJ8XC9X,ABCB,23.4,66034,1498837
ABCD UIB7ED20G0V9,ABCD,2.06,20217,38792
ABCO S9OHIQOEVVQD,ABCO,63.23,160763,9691239
ABEV VLI70C8W35UT,ABEV,7.17,8582366,38127433
ABFS R735QTJ8XC9X,ABFS,35.64,224260,8830652
ABG SCZMM1XU565H,ABG,54.75,253862,9947782
ABGB VKTKU03O6AUD,ABGB,22.64,30137,260705
ABI 2T,ABI,22.65,2400,15870
HYSQ R735QTJ8XC9X,ABIO,1.89,383612,801984
ABM R735QTJ8XC9X,ABM,28.19,113350,4165633
ABMD R735QTJ8XC9X,ABMD,26.34,224544,8029669
ABR SXN14N49WSBP,ABR,6.69,53867,425540
ABT R735QTJ8XC9X,ABT,38.57,6140753,229485628
ABTL RJCA0PEV7C6D,ABTL,12.22,177928,2231266
ABX R735QTJ8XC9X,ABX,17.88,10332832,152931245
ACAD SZ09HBEPQICL,ACAD,22.88,1423275,34468613
ACAS R735QTJ8XC9X,ACAS,14.43,1319627,24440696
ACAT R735QTJ8XC9X,ACAT,47.86,94979,5855010
ACC T142WIKPMLPH,ACC,36.92,420205,18253655
PCOP R735QTJ8XC9X,ACCL,12.47,285727,4004084
ABD TB8EB3X5XR39,ACCO,6.12,304146,2701811
ACL R735QTJ8XC9X,ACE,97.69,785130,101656291
ACET R735QTJ8XC9X,ACET,19.73,180862,3773550
ACFC T2L91KBTRCDH,ACFC,3.85,13581,37554
DSSI R735QTJ8XC9X,ACFN,3.11,203867,262423
ACG R735QTJ8XC9X,ACG,7.37,357601,2148260
RCHI R735QTJ8XC9X,ACGL,57.08,283719,24980819
ACH SAG21CX51085,ACH,8.34,44971,564036
ACHC V18KR26TE3XH,ACHC,45.43,204410,11541753
ACHN TN4PRS1L7XWL,ACHN,3.43,1111662,3865878
ACI R735QTJ8XC9X,ACI,4.52,6208225,22778470
ACIM V4HQY6PWHW11,ACIM,62.52,31,42121
TSAI R735QTJ8XC9X,ACIW,59.33,192496,12759010
ACLS RWA0GXFPE739,ACLS,2.2,456445,772119
ACM TSHPE3QO7TD1,ACM,31.44,366067,13417687
CHKM UONN41X6723P,ACMP,55.82,95378,15605932
ACN S6HA7SVNXLYD,ACN,82.97,2478638,139421158
ACOL R735QTJ8XC9X,ACO,45.73,184462,11934816
ACOR TG2OFNO1HAHX,ACOR,37.33,305624,11890660
ACP UTMUH2HW4DB9,ACP,17.42,15404,377893
ACPW RX1KZJOFJBL1,ACPW,3.15,51393,381467
ACRE V62UVLXOXNC5,ACRE,13.19,213893,1793121
ACRX UU1M6GZF9OPX,ACRX,11.64,313880,4690776
ACSF VNA72F0V27AD,ACSF,13.94,39910,4223297
ACST 2T,ACST,1.18,156528,210002
WPI R735QTJ8XC9X,ACT,202.93,1598770,349098762
ACTG SKKDFY9LC5LX,ACTG,14.48,355828,6436626
ACTS TE3S8XBVYYXX,ACTS,2.48,6100,55703
ACU R735QTJ8XC9X,ACU,16.82,2977,72142
HDG R735QTJ8XC9X,ACUR,1.53,82065,286600
ACW T854SJL3AHYD,ACW,4.235,119003,575326
ACWI U1BQSAW6XI79,ACWI,57.14,634920,44552468
ACWV V0WRDXSSH205,ACWV,63.19,14346,1025714
ACWX U1BQSAW6XI79,ACWX,45.65,255064,8764039
ACXM R735QTJ8XC9X,ACXM,34.03,282767,10374949
ACY R7GY04NLZWIT,ACY,17.84,37,32813
BTWS R735QTJ8XC9X,ADAT,1,27809,53430
