date,initial,maintenance
20120117,30250,27500
20120319,44000,40000
20120806,38500,35000
20130306,37259,33871
20130307,38500,35000
20131015,33000,30000
20131206,44000,40000
20131209,42581,38710
20131210,41161,37419
20131211,39742,36129
20131212,38323,34839
20131213,36903,33548
20131216,33000,30000
20140107,31936,29032
20140108,41161,37419
20140109,39742,36129
20140110,38323,34839
20140113,34065,30968
20140114,33000,30000
20140117,27500,25000
20140206,39600,36000
20140210,35358,32143
20140211,33943,30857
20140212,32529,29571
20140213,31115,28286
20140214,29700,27000
20140217,27500,25000
20140303,37045,33677
20140304,35768,32516
20140305,34491,31355
20140306,33214,30194
20140307,31936,29032
20140310,28103,25548
20140311,27500,25000
20140328,24200,22000
20140401,33000,30000
20140402,31900,29000
20140403,30800,28000
20140404,29700,27000
20140407,26400,24000
20140408,25300,23000
20140409,24200,22000
20140501,33000,30000
20140505,29807,27097
20140506,28742,26129
20140507,27678,25161
20140508,26614,24194
20140509,25549,23226
20140512,24200,22000
20140602,38280,34800
20140617,24200,22000
20140701,39600,36000
20140716,24200,22000
20140801,39600,36000
20140815,24200,22000
20140902,38280,34800
20140917,24200,22000
20141001,44000,40000
20141103,41067,37333
20141201,44000,40000
20150105,39742,36129
20150120,24200,22000
20150202,44000,40000
20150302,42581,38710
20150401,44000,40000
20150504,39742,36129
20150505,38323,34839
20150506,36903,33548
20150507,35484,32258
20150508,27252,24774
20150511,24200,22000
20150601,35200,32000
20150602,34027,30933
20150603,32854,29867
20150604,31680,28800
20150605,30507,27733
20150608,26987,24533
20150609,25814,23467
20150610,24640,22400
20150611,24200,22000
20150701,35200,32000
20150706,31794,28903
20150707,30659,27871
20150708,29523,26839
20150709,28387,25806
20150710,27252,24774
20150713,24200,22000
20150731,21780,19800
20150803,27025,24568
20150804,26059,23690
20150805,25095,22813
20150806,24129,21935
20150807,23164,21058
20150810,21780,19800
20150831,29920,27200
20150902,28923,26293
20150903,27926,25387
20150904,26928,24480
20150907,23936,21760
20150908,22939,20853
20150909,21942,19947
20150910,21780,19800
20151001,29920,27200
20151005,27025,24568
20151006,26059,23690
20151007,25095,22813
20151008,24129,21935
20151009,23164,21058
20151012,21780,19800
20151102,28923,26293
20151103,27926,25387
20151104,26928,24480
20151105,25931,23573
20151106,24934,22667
20151109,21942,19947
20151110,21780,19800
20151201,29920,27200
20151207,27025,24568
20151208,26059,23690
20151209,25095,22813
20151210,24129,21935
20151211,23164,21058
20151214,21780,19800
20160104,27025,24568
20160105,26059,23690
20160106,25095,22813
20160107,24129,21935
20160108,23164,21058
20160111,21780,19800
20160201,29920,27200
20160202,28889,26262
20160203,27857,25324
20160204,26825,24386
20160205,25793,23448
20160208,22698,20634
20160209,21780,19800
20160301,29920,27200
20160302,28956,26323
20160303,27990,25445
20160304,27025,24568
20160307,24129,21935
20160308,23164,21058
20160309,22200,20181
20160310,21780,19800
20160401,29920,27200
20160404,27926,25387
20160405,26928,24480
20160406,25931,23573
20160407,24934,22667
20160408,23936,21760
20160411,21780,19800
20160502,28956,26323
20160503,27990,25445
20160504,27025,24568
20160505,26059,23690
20160506,25095,22813
20160509,22200,20181
20160510,21780,19800
20160601,29920,27200
20160602,28923,26293
20160603,27926,25387
20160606,24934,22667
20160607,23936,21760
20160608,22939,20853
20160609,21942,19947
20160610,21780,19800
20160701,29920,27200
20160704,27025,24568
20160705,26059,23690
20160706,25095,22813
20160707,24129,21935
20160708,23164,21058
20160711,21780,19800
20160801,29920,27200
20160802,28956,26323
20160803,27990,25445
20160804,27025,24568
20160805,26059,23690
20160808,23164,21058
20160809,22200,20181
20160810,21780,19800
20160901,29920,27200
