date,initial,maintenance
20120213,6600,6000
20120416,4400,4000
20120529,3300,3000
20130102,2200,2000
20130207,3300,3000
20130208,3183,2893
20130211,2829,2571
20130212,2711,2464
20130213,2593,2357
20130214,2475,2250
20130215,2358,2143
20130218,2200,2000
20130306,2129,1935
20130307,3087,2806
20130308,2981,2710
20130311,2661,2419
20130312,2556,2323
20130313,2449,2226
20130314,2342,2129
20130315,2236,2032
20130318,2200,2000
20130405,3300,3000
20130408,3190,2900
20130409,3080,2800
20130410,2970,2700
20130411,2860,2600
20130412,2750,2500
20130415,2420,2200
20130416,2310,2100
20130417,2200,2000
20130507,3300,3000
20130508,3194,2903
20130509,3087,2806
20130510,2981,2710
20130513,2661,2419
20130514,2750,2500
20130607,3300,3000
20130610,3080,2800
20130611,2970,2700
20130612,2860,2600
20130613,2750,2500
20130708,3194,2903
20130709,3087,2806
20130710,2981,2710
20130711,2875,2613
20130712,2768,2516
20130715,2750,2500
20130716,3025,2750
20130807,3300,3000
20130812,3025,2750
20130909,3080,2800
20130910,3025,2750
20131007,3300,3000
20131008,3194,2903
20131009,3087,2806
20131010,3025,2750
20131015,2200,2000
20131107,2393,2175
20131108,2310,2100
20131111,2200,2000
20131206,2475,2250
20131209,2395,2177
20131210,2316,2105
20131211,2236,2032
20131212,2200,2000
20140108,2395,2177
20140109,2316,2105
20140110,2236,2032
20140113,2200,2000
20140207,2475,2250
20140211,2387,2170
20140212,2298,2089
20140213,2210,2009
20140214,2200,2000
20140310,2236,2032
20140311,2200,2000
20140407,2475,2250
20140408,2393,2175
20140409,2310,2100
20140410,2228,2025
20140411,2200,2000
20140507,2395,2177
20140508,2316,2105
20140509,2236,2032
20140512,2200,2000
20140606,2475,2250
20140609,2393,2175
20140610,2310,2100
20140611,2228,2025
20140612,2200,2000
20140708,2395,2177
20140709,2316,2105
20140710,2236,2032
20140711,2200,2000
20140725,1760,1600
20140807,1980,1800
20140811,1789,1626
20140812,1760,1600
20140908,1914,1740
20140909,1848,1680
20140910,1782,1620
20140911,1760,1600
20141007,1980,1800
20141008,1917,1742
20141009,1853,1684
20141010,1789,1626
20141013,1760,1600
20141031,1980,1800
20141106,1914,1740
20141107,2156,1960
20141110,1980,1800
20141205,2310,2100
20141209,2236,2032
20141210,2162,1965
20141211,2087,1897
20141212,2875,2613
20141215,2556,2323
20141216,2449,2226
20141217,2420,2200
20150107,2342,2129
20150108,3087,2806
20150109,3379,3071
20150112,3017,2742
20150113,2896,2632
20150114,2860,2600
20150206,3740,3400
20150209,3340,3036
20150210,3206,2914
20150211,3073,2793
20150212,2939,2671
20150213,2860,2600
20150306,3740,3400
20150309,3619,3290
20150310,3500,3181
20150311,3379,3071
20150312,3258,2961
20150313,3138,2852
20150316,2860,2600
20150408,3616,3287
20150409,3491,3173
20150410,2772,2520
20150413,2530,2300
20150506,2449,2226
20150507,2881,2619
20150508,2277,2070
20150602,2772,2520
20150603,2680,2436
20150604,2588,2352
20150605,2495,2268
20150608,2277,2070
20150702,2365,2150
20150706,2277,2070
20150803,2204,2003
20150817,2373,2157
20150818,2277,2070
20150902,4598,4180
20151005,4301,3910
20151103,4892,4447
20151202,5060,4600
20160105,4571,4155
20160202,5060,4600
20160302,5280,4800
20160404,5104,4640
20160503,5110,4645
20160602,4620,4200
20160617,2772,2520
20160620,2310,2100
20160621,2200,2000
20160704,2059,1871
20160718,2236,2032
20160719,2200,2000
20160802,4620,4200
20160902,3300,3000
20160916,1980,1800
20161003,1917,1742
20161017,1540,1400
20161102,2860,2600
20161205,2676,2432
20170105,2583,2348
20170106,2492,2265
20170109,2215,2013
20170110,2122,1929
20170111,2030,1845
20170112,1938,1761
20170113,1845,1677
20170116,1569,1426
20170117,1540,1400
20170202,2860,2600
20170306,2676,2432
20170404,2054,1867
20170502,2200,2000
20170606,2127,1933
20170705,1987,1806
20170802,2200,2000
20170905,2054,1867
20171003,2129,1935
20171102,2200,2000
20171204,2129,1935
20180104,2059,1871
20180202,2200,2000
20180302,1760,1600
20180403,1702,1547
20180502,1430,1300
20180604,1383,1257
20180703,1384,1258
20180802,1430,1300
20180817,877,797
20180820,825,750
20180903,798,725
20180917,715,650
20180918,668,607
20180919,660,600
20181002,1430,1300
20181102,1650,1500
20181116,1155,1050
20181119,963,875
20181120,899,817
20181121,834,758
20181122,825,750
20181204,1864,1694
20190103,1925,1750
20190205,1857,1688
20190304,1801,1637
20190318,1212,1101
20190319,1130,1027
20190320,1073,975
20190402,2503,2275
20190502,1760,1600
20190531,1100,1000
20190603,1064,967
20190617,1100,1000
20190702,1980,1800
20190805,1917,1742
20190904,1848,1680
20190905,1782,1620
20190906,1716,1560
20190909,1518,1380
20190910,1452,1320
20190911,1386,1260
20190912,1320,1200
20190913,1254,1140
20190916,1100,1000
20191002,1980,1800
20191104,1914,1740
20191203,1980,1800
20200103,1760,1600
20200204,1700,1545
20200221,1045,950
20200303,1491,1355
20200304,1441,1310
20200305,1392,1265
20200306,1341,1219
20200309,1193,1084
20200310,1143,1039
20200311,1094,994
20200312,1045,950
20200327,1210,1100
20200402,1980,1800
20200403,2310,2100
20200406,2156,1960
20200407,2079,1890
20200408,3080,2800
20200417,4015,3650
20200602,4180,3800
20200603,4041,3673
20200604,4015,3650
20200612,2970,2700
20200702,3410,3100
20200706,3190,2900
20200707,3080,2800
20200708,2970,2700
20200724,1980,1800
20200803,1917,1742
20200804,2264,2058
20200805,2186,1987
20200806,2108,1916
20200807,2030,1845
20200810,1980,1800
20200902,2420,2200
20200903,2340,2127
20200904,2259,2053
20200907,2017,1833
20200908,1980,1800
20201002,2420,2200
20201005,2264,2058
20201006,2186,1987
20201007,2108,1916
20201008,2030,1845
20201009,1980,1800
20201103,2340,2127
20201104,2259,2053
20201105,2178,1980
20201106,2098,1907
20201109,1980,1800
20201202,2420,2200
20201207,2264,2058
20201208,2186,1987
20201209,2108,1916
20201210,2030,1845
20201211,1980,1800
20210104,1853,1684
20210105,2186,1987
20210106,2108,1916
20210107,2030,1845
20210108,1980,1800
20210129,1540,1400
20210202,2420,2200
20210217,1540,1400
20210302,2420,2200
20210405,1914,1740
20210420,1210,1100
20210503,1172,1065
20210517,1210,1100
20210602,1980,1800
20210603,1914,1740
20210604,1848,1680
20210607,1650,1500
20210608,1584,1440
20210609,1518,1380
20210610,1452,1320
20210611,1386,1260
20210614,1210,1100
20210702,1980,1800
20210716,1210,1100
20210803,1917,1742
20210818,1210,1100
20210827,990,900
20210902,1650,1500
20210917,990,900
20211004,1544,1403
20211019,990,900
20211022,1155,1050
20211102,1650,1500
20211103,1595,1450
20211104,1540,1400
20211105,1302,1183
20211108,1219,1108
20211109,1140,1036
20211110,1133,1030
20211130,1841,1673
20211201,1757,1597
20211202,1672,1520
20211203,1590,1445
20211206,1505,1368
20211207,1423,1293
20211208,1338,1216
20211209,1256,1141
20211210,1221,1110
20211231,1841,1673
20220103,1748,1589
20220104,1656,1505
20220105,1565,1422
20220106,1472,1338
20220107,1380,1254
20220110,1289,1171
20220111,1221,1110
20220131,1931,1755
20220201,1829,1662
20220202,1729,1571
20220203,1626,1478
20220204,1524,1385
20220207,1460,1327
